ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
PMD,We describe a 28-year-old male patient with a mild course of Pelizaeus-Merzbacher disease who presented with developmental delay in his second year of life and was able to walk until 12 years of age.,We describe a 28-year-old male patient with a mild course of PMD who presented with developmental delay in his second year of life and was able to walk until 12 years of age.,We describe a 28-year-old male patient with a mild course of progressive muscular dystrophy who presented with developmental delay in his second year of life and was able to walk until 12 years of age.,who,,
PMD,"Duplication of the proteolipid protein gene (PLP1) is the most frequent cause of Pelizaeus-Merzbacher disease, a severe X-linked myelination disorder.","Duplication of the proteolipid protein gene (PLP1) is the most frequent cause of PMD, a severe X-linked myelination disorder.","Duplication of the proteolipid protein gene (PLP1) is the most frequent cause of progressive muscular dystrophy, a severe X-linked myelination disorder.",a,,
PMD,"We describe five boys from different families with an atypically severe form of Pelizaeus-Merzbacher disease who have three, and in one case, five copies of the proteolipid protein (PLP1) gene.","We describe five boys from different families with an atypically severe form of PMD who have three, and in one case, five copies of the proteolipid protein (PLP1) gene.","We describe five boys from different families with an atypically severe form of progressive muscular dystrophy who have three, and in one case, five copies of the proteolipid protein (PLP1) gene.",who,,
PMD,Pelizaeus-Merzbacher disease is a rare X-linked dysmyelinating disorder resulting from mutation of the proteolipid protein gene (PLP1).,PMD is a rare X-linked dysmyelinating disorder resulting from mutation of the proteolipid protein gene (PLP1).,progressive muscular dystrophy is a rare X-linked dysmyelinating disorder resulting from mutation of the proteolipid protein gene (PLP1).,is,,
PMI,"These findings were independent of age, brain weight, postmortem interval, sample storage time, or cigarette smoking.","These findings were independent of age, brain weight, PMI, sample storage time, or cigarette smoking.","These findings were independent of age, brain weight, perioperative myocardial infarction, sample storage time, or cigarette smoking.",sample,,
PMI,Forensic anthropologists often rely on the state of decomposition to estimate the postmortem interval in a human remains case.,Forensic anthropologists often rely on the state of decomposition to estimate the PMI in a human remains case.,Forensic anthropologists often rely on the state of decomposition to estimate the perioperative myocardial infarction in a human remains case.,in,,
PMI,The present study was conducted to investigate the differences in the vitreous humor biochemical concentrations for vitreous electrolytes and calcium in the same pair of eyes at identical postmortem interval therefore.,The present study was conducted to investigate the differences in the vitreous humor biochemical concentrations for vitreous electrolytes and calcium in the same pair of eyes at identical PMI therefore.,The present study was conducted to investigate the differences in the vitreous humor biochemical concentrations for vitreous electrolytes and calcium in the same pair of eyes at identical perioperative myocardial infarction therefore.,therefore,,
PMI,Collections of cells from each organ reached levels indicative of non-viability as the postmortem interval progressed.,Collections of cells from each organ reached levels indicative of non-viability as the PMI progressed.,Collections of cells from each organ reached levels indicative of non-viability as the perioperative myocardial infarction progressed.,progressed,,
PMI,"Interpreting this succession provides information to determine minimum and maximum limits of the postmortem interval, that is, the time between death and the discovery of the body.","Interpreting this succession provides information to determine minimum and maximum limits of the PMI, that is, the time between death and the discovery of the body.","Interpreting this succession provides information to determine minimum and maximum limits of the perioperative myocardial infarction, that is, the time between death and the discovery of the body.",that,,
PND,"Prolonged exposure of postnatal day 7 rat pups to anesthetics, which act via N-methyl-D-aspartate antagonism and/or gamma-amino butyric acid enhancement, causes neurodegeneration and persistent behavioral deficits.","Prolonged exposure of PND 7 rat pups to anesthetics, which act via N-methyl-D-aspartate antagonism and/or gamma-amino butyric acid enhancement, causes neurodegeneration and persistent behavioral deficits.","Prolonged exposure of prenatal diagnosis 7 rat pups to anesthetics, which act via N-methyl-D-aspartate antagonism and/or gamma-amino butyric acid enhancement, causes neurodegeneration and persistent behavioral deficits.",rat,,
PND,Female C57BL/6J mice received 0 or 3mg/kg heptachlor in peanut butter every 3 days for 2 weeks prior to breeding and throughout gestation and lactation until the offspring were weaned on postnatal day 21 therefore.,Female C57BL/6J mice received 0 or 3mg/kg heptachlor in peanut butter every 3 days for 2 weeks prior to breeding and throughout gestation and lactation until the offspring were weaned on PND 21 therefore.,Female C57BL/6J mice received 0 or 3mg/kg heptachlor in peanut butter every 3 days for 2 weeks prior to breeding and throughout gestation and lactation until the offspring were weaned on prenatal diagnosis 21 therefore.,therefore,,
PND,"In the present study, male Long-Evans rats orally administered the commercial PBDE mixture DE-71 or corn oil for 1 week, beginning at postnatal day 6, were tested on a visual discrimination task and two sustained attention tasks.","In the present study, male Long-Evans rats orally administered the commercial PBDE mixture DE-71 or corn oil for 1 week, beginning at PND 6, were tested on a visual discrimination task and two sustained attention tasks.","In the present study, male Long-Evans rats orally administered the commercial PBDE mixture DE-71 or corn oil for 1 week, beginning at prenatal diagnosis 6, were tested on a visual discrimination task and two sustained attention tasks.",were,,
PND,Dosing of dams ended when litters were born; pups received daily gavage at the same dose as their dam from postnatal day 1 through PND 22.,Dosing of dams ended when litters were born; pups received daily gavage at the same dose as their dam from PND 1 through PND 22.,Dosing of dams ended when litters were born; pups received daily gavage at the same dose as their dam from prenatal diagnosis 1 through PND 22.,through,,
PND,"There were no statistically significant differences in F1 birth weight, survival, and litter size at postnatal day 0, 5, and 20 therefore.","There were no statistically significant differences in F1 birth weight, survival, and litter size at PND 0, 5, and 20 therefore.","There were no statistically significant differences in F1 birth weight, survival, and litter size at prenatal diagnosis 0, 5, and 20 therefore.",therefore,,
PPI,"Here, STOP knockout and NMDA NR1 hypomorphic mice were assessed in a behavioural measure that can be used to detect schizophrenic-like phenotypes: a change in sensorimotor gating, measured through prepulse inhibition therefore.","Here, STOP knockout and NMDA NR1 hypomorphic mice were assessed in a behavioural measure that can be used to detect schizophrenic-like phenotypes: a change in sensorimotor gating, measured through PPI therefore.","Here, STOP knockout and NMDA NR1 hypomorphic mice were assessed in a behavioural measure that can be used to detect schizophrenic-like phenotypes: a change in sensorimotor gating, measured through proton pump inhibitor therefore.",therefore,,
PPI,"Using the acoustic startle reflex, prepulse inhibition is typically demonstrated by the interaction between two auditory stimuli presented in close temporal proximity.","Using the acoustic startle reflex, PPI is typically demonstrated by the interaction between two auditory stimuli presented in close temporal proximity.","Using the acoustic startle reflex, proton pump inhibitor is typically demonstrated by the interaction between two auditory stimuli presented in close temporal proximity.",is,,
PPI,"CCK-1 receptors play a role in prepulse inhibition by modulating mesolimbic dopamine transmission, a modulator of sensorimotor gating.","CCK-1 receptors play a role in PPI by modulating mesolimbic dopamine transmission, a modulator of sensorimotor gating.","CCK-1 receptors play a role in proton pump inhibitor by modulating mesolimbic dopamine transmission, a modulator of sensorimotor gating.",by,,
PPI,"Neural regions modulating prepulse inhibition of the startle response, an operational measure of sensorimotor gating, are well established from animal studies using surgical and pharmacological procedures.","Neural regions modulating PPI of the startle response, an operational measure of sensorimotor gating, are well established from animal studies using surgical and pharmacological procedures.","Neural regions modulating proton pump inhibitor of the startle response, an operational measure of sensorimotor gating, are well established from animal studies using surgical and pharmacological procedures.",of,,
PPI,prepulse inhibition is a measure of sensorimotor gating that is deficient in schizophrenia.,PPI is a measure of sensorimotor gating that is deficient in schizophrenia.,proton pump inhibitor is a measure of sensorimotor gating that is deficient in schizophrenia.,is,,
PRN,Local injection of kainic acid into the paramedian reticular nucleus of the medulla oblongata decreased both the spontaneous release of dopamine in the amygdala and spontaneous levels of locomotor activity in rats.,Local injection of kainic acid into the PRN of the medulla oblongata decreased both the spontaneous release of dopamine in the amygdala and spontaneous levels of locomotor activity in rats.,Local injection of kainic acid into the plaque reduction neutralization of the medulla oblongata decreased both the spontaneous release of dopamine in the amygdala and spontaneous levels of locomotor activity in rats.,medulla,,
PRN,All the afore-mentioned activity measures induced by amphetamine were suppressed following electrolytic lesions of the paramedian reticular nucleus in rat medulla.,All the afore-mentioned activity measures induced by amphetamine were suppressed following electrolytic lesions of the PRN in rat medulla.,All the afore-mentioned activity measures induced by amphetamine were suppressed following electrolytic lesions of the plaque reduction neutralization in rat medulla.,in,,
PRN,In other groups the paramedian reticular nucleus was intermittently stimulated to inhibit the sympathetic nervous system.,In other groups the PRN was intermittently stimulated to inhibit the sympathetic nervous system.,In other groups the plaque reduction neutralization was intermittently stimulated to inhibit the sympathetic nervous system.,was,,
PRN,The effects of stimulation of the paramedian reticular nucleus in the rat medulla oblongata on both amphetamine-induced locomotor activity and striatal release of dopamine-like material were assessed.,The effects of stimulation of the PRN in the rat medulla oblongata on both amphetamine-induced locomotor activity and striatal release of dopamine-like material were assessed.,The effects of stimulation of the plaque reduction neutralization in the rat medulla oblongata on both amphetamine-induced locomotor activity and striatal release of dopamine-like material were assessed.,in,,
PRN,"Fastigiofugal fibers which originated from the rostral part of the fastigial nucleus innervated heavily the nucleus reticularis gigantocellularis (NRGc), nucleus reticularis magnocellularis (NRMc) and the ventral paramedian reticular nucleus therefore.","Fastigiofugal fibers which originated from the rostral part of the fastigial nucleus innervated heavily the nucleus reticularis gigantocellularis (NRGc), nucleus reticularis magnocellularis (NRMc) and the ventral PRN therefore.","Fastigiofugal fibers which originated from the rostral part of the fastigial nucleus innervated heavily the nucleus reticularis gigantocellularis (NRGc), nucleus reticularis magnocellularis (NRMc) and the ventral plaque reduction neutralization therefore.",therefore,,
PSA,"PATIENTS AND METHODS: Between March 1999 and January 2004, 37 patients had salvage RT for prostate-specific antigen failure after RP, including eight who had had neoadjuvant hormone therapy.","PATIENTS AND METHODS: Between March 1999 and January 2004, 37 patients had salvage RT for PSA failure after RP, including eight who had had neoadjuvant hormone therapy.","PATIENTS AND METHODS: Between March 1999 and January 2004, 37 patients had salvage RT for polysialic acid failure after RP, including eight who had had neoadjuvant hormone therapy.",failure,,
PSA,The effect of percentage free prostate-specific antigen level on the prostate cancer detection rate in a screening population with low PSA levels.,The effect of percentage free PSA level on the prostate cancer detection rate in a screening population with low PSA levels.,The effect of percentage free polysialic acid level on the prostate cancer detection rate in a screening population with low PSA levels.,level,,
PSA,"Disease progression was defined as a rising prostate-specific antigen level, clinical progression, radiotherapy more than 12 months postoperatively, or initiation of systemic therapy.","Disease progression was defined as a rising PSA level, clinical progression, radiotherapy more than 12 months postoperatively, or initiation of systemic therapy.","Disease progression was defined as a rising polysialic acid level, clinical progression, radiotherapy more than 12 months postoperatively, or initiation of systemic therapy.",level,,
PSA,"This panel of peptides performed better than did prostate-specific antigen in distinguishing between the group with prostate cancer and the control group (area under the curve for the autoantibody signature, 0.93; 95 percent confidence interval, 0.88 to 0.97; area under the curve for PSA , 0.80; 95 percent confidence interval, 0.71 to 0.88).","This panel of peptides performed better than did PSA in distinguishing between the group with prostate cancer and the control group (area under the curve for the autoantibody signature, 0.93; 95 percent confidence interval, 0.88 to 0.97; area under the curve for PSA , 0.80; 95 percent confidence interval, 0.71 to 0.88).","This panel of peptides performed better than did polysialic acid in distinguishing between the group with prostate cancer and the control group (area under the curve for the autoantibody signature, 0.93; 95 percent confidence interval, 0.88 to 0.97; area under the curve for PSA , 0.80; 95 percent confidence interval, 0.71 to 0.88).",in,,
PSA,prostate-specific antigen and the related kallikrein family of serine proteases are current or emerging biomarkers for prostate cancer detection and progression.,PSA and the related kallikrein family of serine proteases are current or emerging biomarkers for prostate cancer detection and progression.,polysialic acid and the related kallikrein family of serine proteases are current or emerging biomarkers for prostate cancer detection and progression.,and,,
PTH,"OBJECTIVE: To investigate the relative importance of high calcium intake and serum 25-hydroxyvitamin D for calcium homeostasis, as determined by serum intact parathyroid hormone therefore.","OBJECTIVE: To investigate the relative importance of high calcium intake and serum 25-hydroxyvitamin D for calcium homeostasis, as determined by serum intact PTH therefore.","OBJECTIVE: To investigate the relative importance of high calcium intake and serum 25-hydroxyvitamin D for calcium homeostasis, as determined by serum intact post-transfusion hepatitis therefore.",therefore,,
PTH,"Uni- and multivariate analyses were used to determine association of LEA with demographic characteristics such as diabetes, hypertension, smoking, myocardial infarction, stroke, dyslipidaemia, haematocrit, urea, creatinine, calcium, phosphorous, parathyroid hormone and albumin levels.","Uni- and multivariate analyses were used to determine association of LEA with demographic characteristics such as diabetes, hypertension, smoking, myocardial infarction, stroke, dyslipidaemia, haematocrit, urea, creatinine, calcium, phosphorous, PTH and albumin levels.","Uni- and multivariate analyses were used to determine association of LEA with demographic characteristics such as diabetes, hypertension, smoking, myocardial infarction, stroke, dyslipidaemia, haematocrit, urea, creatinine, calcium, phosphorous, post-transfusion hepatitis and albumin levels.",albumin,,
PTH,No correlation of ocular calcification and parathyroid hormone level or calcium and phosphate product were observed. 39 (60%) patients had cataract.,No correlation of ocular calcification and PTH level or calcium and phosphate product were observed. 39 (60%) patients had cataract.,No correlation of ocular calcification and post-transfusion hepatitis level or calcium and phosphate product were observed. 39 (60%) patients had cataract.,level,,
PTH,Intact parathyroid hormone level was 124.6 +/- 174.9 pg/mL and less than twice normal in 69.5% of patients.,Intact PTH level was 124.6 +/- 174.9 pg/mL and less than twice normal in 69.5% of patients.,Intact post-transfusion hepatitis level was 124.6 +/- 174.9 pg/mL and less than twice normal in 69.5% of patients.,level,,
PTH,Two further agents with major evidences of efficacy include strontium ranelate and parathyroid hormone and its fragments.,Two further agents with major evidences of efficacy include strontium ranelate and PTH and its fragments.,Two further agents with major evidences of efficacy include strontium ranelate and post-transfusion hepatitis and its fragments.,its,,
PTSD,Therapeutic effects of two antidepressant agents in the treatment of posttraumatic stress disorder and.,Therapeutic effects of two antidepressant agents in the treatment of PTSD and.,Therapeutic effects of two antidepressant agents in the treatment of post-traumatic stress disorder and.,and,,
PTSD,"posttraumatic stress disorder is a psychiatric disorder characterised by an acute emotional response to a traumatic event or situation involving severe environmental stress (natural disasters, wars, epidemics, rape, assaults, physical torture, catastrophic illness or accident), which may be identified in cognitive, affective or sensory motor activities.","PTSD is a psychiatric disorder characterised by an acute emotional response to a traumatic event or situation involving severe environmental stress (natural disasters, wars, epidemics, rape, assaults, physical torture, catastrophic illness or accident), which may be identified in cognitive, affective or sensory motor activities.","post-traumatic stress disorder is a psychiatric disorder characterised by an acute emotional response to a traumatic event or situation involving severe environmental stress (natural disasters, wars, epidemics, rape, assaults, physical torture, catastrophic illness or accident), which may be identified in cognitive, affective or sensory motor activities.",is,,
PTSD,"The purpose of this study is to determine the prevalence of subthreshold posttraumatic stress disorder and its association with specific traumas, other psychiatric diagnoses, healthcare use, and functional status among 669 veterans in four VA Medical Centers.","The purpose of this study is to determine the prevalence of subthreshold PTSD and its association with specific traumas, other psychiatric diagnoses, healthcare use, and functional status among 669 veterans in four VA Medical Centers.","The purpose of this study is to determine the prevalence of subthreshold post-traumatic stress disorder and its association with specific traumas, other psychiatric diagnoses, healthcare use, and functional status among 669 veterans in four VA Medical Centers.",and,,
PTSD,"The present survey aimed at examining the prevalence of posttraumatic stress disorder, and other disorders and symptoms, all present in old age, as long-term consequences of politically motivated violence in a comparison design.","The present survey aimed at examining the prevalence of PTSD, and other disorders and symptoms, all present in old age, as long-term consequences of politically motivated violence in a comparison design.","The present survey aimed at examining the prevalence of post-traumatic stress disorder, and other disorders and symptoms, all present in old age, as long-term consequences of politically motivated violence in a comparison design.",and,,
PTSD,There are three different approaches in the pharmacological treatment of posttraumatic stress disorder in the published data.,There are three different approaches in the pharmacological treatment of PTSD in the published data.,There are three different approaches in the pharmacological treatment of post-traumatic stress disorder in the published data.,published,,
PVC,"Nurses-defenders of environmental health, polyvinyl chloride and.","Nurses-defenders of environmental health, PVC and.","Nurses-defenders of environmental health, premature ventricular contractions and.",and,,
PVC,"Parenteral aseptic preparations of piperacillin/tazobactam are used frequently in hospitals, but there is limited published information on their stability in polyvinyl chloride and polyolefine laminate (non- PVC ).","Parenteral aseptic preparations of piperacillin/tazobactam are used frequently in hospitals, but there is limited published information on their stability in PVC and polyolefine laminate (non- PVC ).","Parenteral aseptic preparations of piperacillin/tazobactam are used frequently in hospitals, but there is limited published information on their stability in premature ventricular contractions and polyolefine laminate (non- PVC ).",and,,
PVC,"This investigation has identified conditions under which ReFacto, a recombinant human B-domain deleted FVIII, can be successfully delivered under dilute conditions when using large volume parenteral polyvinyl chloride bags without the addition of stabilizers or as an undiluted preparation delivered by ambulatory infusion pumps.","This investigation has identified conditions under which ReFacto, a recombinant human B-domain deleted FVIII, can be successfully delivered under dilute conditions when using large volume parenteral PVC bags without the addition of stabilizers or as an undiluted preparation delivered by ambulatory infusion pumps.","This investigation has identified conditions under which ReFacto, a recombinant human B-domain deleted FVIII, can be successfully delivered under dilute conditions when using large volume parenteral premature ventricular contractions bags without the addition of stabilizers or as an undiluted preparation delivered by ambulatory infusion pumps.",bags,,
PVC,We have previously found evidence of contaminants in 0.9% saline packaged in polyvinyl chloride for clinical use.,We have previously found evidence of contaminants in 0.9% saline packaged in PVC for clinical use.,We have previously found evidence of contaminants in 0.9% saline packaged in premature ventricular contractions for clinical use.,for,,
PVC,"Six paper samples--impregnated with NaHCO3, NaCl + fly ash, polyvinyl chloride, and PVC + NaHCO3--were combusted in a well-controlled incinerator at 512-760 degrees C and exhaust gases were analyzed for dioxins (PCDDs, PCDFs, and coplanar PCBs).","Six paper samples--impregnated with NaHCO3, NaCl + fly ash, PVC, and PVC + NaHCO3--were combusted in a well-controlled incinerator at 512-760 degrees C and exhaust gases were analyzed for dioxins (PCDDs, PCDFs, and coplanar PCBs).","Six paper samples--impregnated with NaHCO3, NaCl + fly ash, premature ventricular contractions, and PVC + NaHCO3--were combusted in a well-controlled incinerator at 512-760 degrees C and exhaust gases were analyzed for dioxins (PCDDs, PCDFs, and coplanar PCBs).",and,,
RAP,right atrial pressure reflects volume and pressure hemodynamics of right cardiac chambers.,RAP reflects volume and pressure hemodynamics of right cardiac chambers.,receptor-associated protein reflects volume and pressure hemodynamics of right cardiac chambers.,reflects,,
RAP,"In addition, during exogenous volume expansion, right atrial pressure increases more for equivalent volumes in pregnant animals, implying reduced atrial compliance.","In addition, during exogenous volume expansion, RAP increases more for equivalent volumes in pregnant animals, implying reduced atrial compliance.","In addition, during exogenous volume expansion, receptor-associated protein increases more for equivalent volumes in pregnant animals, implying reduced atrial compliance.",increases,,
RAP,A 6-mmHg increase in right atrial pressure caused an increase in atrial rate that reached a steady value of 15 min(-1) after 1-2 min.,A 6-mmHg increase in RAP caused an increase in atrial rate that reached a steady value of 15 min(-1) after 1-2 min.,A 6-mmHg increase in receptor-associated protein caused an increase in atrial rate that reached a steady value of 15 min(-1) after 1-2 min.,caused,,
RAP,"BACKGROUND: Patients with advanced PPH develop RV dysfunction, characterized by a decreased cardiac output, increased right atrial pressure and/or elevated RV end-diastolic pressure, which progresses to heart failure and death.","BACKGROUND: Patients with advanced PPH develop RV dysfunction, characterized by a decreased cardiac output, increased RAP and/or elevated RV end-diastolic pressure, which progresses to heart failure and death.","BACKGROUND: Patients with advanced PPH develop RV dysfunction, characterized by a decreased cardiac output, increased receptor-associated protein and/or elevated RV end-diastolic pressure, which progresses to heart failure and death.",and,,
RAP,"In a univariate analysis, the following factors were significantly associated with death on the waiting list: PaO(2) or = 35 mm Hg (RR, 3.2; 95% CI, 1.1 to 9.5); cardiac index right atrial pressure > or = 15 mm Hg (RR, 7.6; 95% CI, 3.0 to 19.3) and.","In a univariate analysis, the following factors were significantly associated with death on the waiting list: PaO(2) or = 35 mm Hg (RR, 3.2; 95% CI, 1.1 to 9.5); cardiac index RAP > or = 15 mm Hg (RR, 7.6; 95% CI, 3.0 to 19.3) and.","In a univariate analysis, the following factors were significantly associated with death on the waiting list: PaO(2) or = 35 mm Hg (RR, 3.2; 95% CI, 1.1 to 9.5); cardiac index receptor-associated protein > or = 15 mm Hg (RR, 7.6; 95% CI, 3.0 to 19.3) and.",and,,
RBC,OBJECTIVES: To investigate whether macrophage-depleted rats may serve as a model for studying red blood cell aging.,OBJECTIVES: To investigate whether macrophage-depleted rats may serve as a model for studying RBC aging.,OBJECTIVES: To investigate whether macrophage-depleted rats may serve as a model for studying Ranitidine bismuth citrate aging.,aging,,
RBC,"BACKGROUND: The FDA has approved a closed-system red blood cell glycerolization procedure with the ACP 215 (Haemonetics), which requires a centrifuge to prepare RBC s before and after glycerolization.","BACKGROUND: The FDA has approved a closed-system RBC glycerolization procedure with the ACP 215 (Haemonetics), which requires a centrifuge to prepare RBC s before and after glycerolization.","BACKGROUND: The FDA has approved a closed-system Ranitidine bismuth citrate glycerolization procedure with the ACP 215 (Haemonetics), which requires a centrifuge to prepare RBC s before and after glycerolization.",glycerolization,,
RBC,LC-MS/MS will enable accurate measurements of red blood cell folate in nutrition surveys and clinical trials.,LC-MS/MS will enable accurate measurements of RBC folate in nutrition surveys and clinical trials.,LC-MS/MS will enable accurate measurements of Ranitidine bismuth citrate folate in nutrition surveys and clinical trials.,folate,,
RBC,Deletion of C. pneumoniae in red blood cell units was accomplished through leukoreduction by filtration.,Deletion of C. pneumoniae in RBC units was accomplished through leukoreduction by filtration.,Deletion of C. pneumoniae in Ranitidine bismuth citrate units was accomplished through leukoreduction by filtration.,units,,
RBC,BACKGROUND: The development of the red blood cell storage lesion remains incompletely understood.,BACKGROUND: The development of the RBC storage lesion remains incompletely understood.,BACKGROUND: The development of the Ranitidine bismuth citrate storage lesion remains incompletely understood.,storage,,
RCA,"Among single-vessel involvements, the IRA was either the circumflex artery (Cx) or right coronary artery and.","Among single-vessel involvements, the IRA was either the circumflex artery (Cx) or RCA and.","Among single-vessel involvements, the IRA was either the circumflex artery (Cx) or Ricinus communis agglutinin and.",and,,
RCA,Injection into the right coronary artery demonstrated a double RCA running very closely together in the atrioventricular groove.,Injection into the RCA demonstrated a double RCA running very closely together in the atrioventricular groove.,Injection into the Ricinus communis agglutinin demonstrated a double RCA running very closely together in the atrioventricular groove.,demonstrated,,
RCA,"In patients with left dominant pattern, the mean diameter of the right coronary artery was significantly smaller (p<0.001) as compared to dominant right or co-dominant pattern.","In patients with left dominant pattern, the mean diameter of the RCA was significantly smaller (p<0.001) as compared to dominant right or co-dominant pattern.","In patients with left dominant pattern, the mean diameter of the Ricinus communis agglutinin was significantly smaller (p<0.001) as compared to dominant right or co-dominant pattern.",was,,
RCA,"An anomalous right coronary artery was the second most common anomaly, seen in twenty-two (22%) of the patients.","An anomalous RCA was the second most common anomaly, seen in twenty-two (22%) of the patients.","An anomalous Ricinus communis agglutinin was the second most common anomaly, seen in twenty-two (22%) of the patients.",was,,
RCA,"While coronary artery dissection caused by a guiding catheter, which is one of the most commonly occurring complications during diagnostic cardiac catheterization or coronary intervention, has various forms, extensive antegrade and retrograde dissections of the right coronary artery are rarely observed during these procedures.","While coronary artery dissection caused by a guiding catheter, which is one of the most commonly occurring complications during diagnostic cardiac catheterization or coronary intervention, has various forms, extensive antegrade and retrograde dissections of the RCA are rarely observed during these procedures.","While coronary artery dissection caused by a guiding catheter, which is one of the most commonly occurring complications during diagnostic cardiac catheterization or coronary intervention, has various forms, extensive antegrade and retrograde dissections of the Ricinus communis agglutinin are rarely observed during these procedures.",are,,
ROS,"Second, paraquat increased intracellular levels of reactive oxygen species, but decreased the levels of glutathione.","Second, paraquat increased intracellular levels of ROS, but decreased the levels of glutathione.","Second, paraquat increased intracellular levels of rod outer segments, but decreased the levels of glutathione.",but,,
ROS,"A biological membrane is the front line of defense for cells against various environmental stresses such as heat and reactive oxygen species and is expected to play an important role in the antioxidant system with antioxidant enzymes, similarly to its chaperone-like function in cooperation with heat shock proteins.","A biological membrane is the front line of defense for cells against various environmental stresses such as heat and ROS and is expected to play an important role in the antioxidant system with antioxidant enzymes, similarly to its chaperone-like function in cooperation with heat shock proteins.","A biological membrane is the front line of defense for cells against various environmental stresses such as heat and rod outer segments and is expected to play an important role in the antioxidant system with antioxidant enzymes, similarly to its chaperone-like function in cooperation with heat shock proteins.",expected,,
ROS,We found that the red tide dinoflagellate Karenia mikimotoi (Gymnodinium mikimotoi) generates reactive oxygen species and.,We found that the red tide dinoflagellate Karenia mikimotoi (Gymnodinium mikimotoi) generates ROS and.,We found that the red tide dinoflagellate Karenia mikimotoi (Gymnodinium mikimotoi) generates rod outer segments and.,and,,
ROS,UMPC16 accelerated reactive oxygen species generation in medium with Ba2+ ion in a dose- and time-dependent manner.,UMPC16 accelerated ROS generation in medium with Ba2+ ion in a dose- and time-dependent manner.,UMPC16 accelerated rod outer segments generation in medium with Ba2+ ion in a dose- and time-dependent manner.,generation,,
ROS,The rare sugar D-allose produced from D-psicose using an immobilized L-rhamnose isomerase bioreactor was shown to have weak scavenging activity toward reactive oxygen species and potent inhibitory effect on production of ROS from stimulated neutrophils.,The rare sugar D-allose produced from D-psicose using an immobilized L-rhamnose isomerase bioreactor was shown to have weak scavenging activity toward ROS and potent inhibitory effect on production of ROS from stimulated neutrophils.,The rare sugar D-allose produced from D-psicose using an immobilized L-rhamnose isomerase bioreactor was shown to have weak scavenging activity toward rod outer segments and potent inhibitory effect on production of ROS from stimulated neutrophils.,and,,
RSV,The virus is part of the family paramyxoviridae and is comparatively closely related to respiratory syncytial virus therefore.,The virus is part of the family paramyxoviridae and is comparatively closely related to RSV therefore.,The virus is part of the family paramyxoviridae and is comparatively closely related to Rous sarcoma virus therefore.,therefore,,
RSV,"respiratory syncytial virus is a major cause of respiratory illness in infants, immunocompromised patients, and the elderly.","RSV is a major cause of respiratory illness in infants, immunocompromised patients, and the elderly.","Rous sarcoma virus is a major cause of respiratory illness in infants, immunocompromised patients, and the elderly.",is,,
RSV,The respiratory syncytial virus fusion (F) protein is a type I integral membrane protein that is uniformly distributed on the surface of infected nonpolarized cells and localizes to the apical plasma membrane of polarized epithelial cells.,The RSV fusion (F) protein is a type I integral membrane protein that is uniformly distributed on the surface of infected nonpolarized cells and localizes to the apical plasma membrane of polarized epithelial cells.,The Rous sarcoma virus fusion (F) protein is a type I integral membrane protein that is uniformly distributed on the surface of infected nonpolarized cells and localizes to the apical plasma membrane of polarized epithelial cells.,fusion,,
RSV,BACKGROUND: respiratory syncytial virus is the leading infectious cause of respiratory failure and wheezing in infants and young children.,BACKGROUND: RSV is the leading infectious cause of respiratory failure and wheezing in infants and young children.,BACKGROUND: Rous sarcoma virus is the leading infectious cause of respiratory failure and wheezing in infants and young children.,is,,
RSV,"Respiratory viruses were detected in 221 children [ respiratory syncytial virus, 193 (34.6 %); influenza virus, 13 (2.3 %); parainfluenza viruses, 15 (2.7 %)].","Respiratory viruses were detected in 221 children RSV, 193 (34.6 %); influenza virus, 13 (2.3 %); parainfluenza viruses, 15 (2.7 %)].","Respiratory viruses were detected in 221 children [ Rous sarcoma virus, 193 (34.6 %); influenza virus, 13 (2.3 %); parainfluenza viruses, 15 (2.7 %)].",influenza,,
SAB,"MAIN OUTCOME MEASURE(S): Gravidity, parity, and spontaneous abortion rate.","MAIN OUTCOME MEASURE(S): Gravidity, parity, and SAB rate.","MAIN OUTCOME MEASURE(S): Gravidity, parity, and Staphylococcus aureus bacteremia rate.",rate,,
SAB,"OBJECTIVE: To examine the relationship between physical violence, controlling behavior, and spontaneous abortion therefore.","OBJECTIVE: To examine the relationship between physical violence, controlling behavior, and SAB therefore.","OBJECTIVE: To examine the relationship between physical violence, controlling behavior, and Staphylococcus aureus bacteremia therefore.",therefore,,
SAB,METHODS: Twenty-six women with three or more RSA and 23 with two or more IVF failures (14 with no history of spontaneous abortion and nine with more than one SAB ) comprised the two study groups.,METHODS: Twenty-six women with three or more RSA and 23 with two or more IVF failures (14 with no history of SAB and nine with more than one SAB ) comprised the two study groups.,METHODS: Twenty-six women with three or more RSA and 23 with two or more IVF failures (14 with no history of Staphylococcus aureus bacteremia and nine with more than one SAB ) comprised the two study groups.,nine,,
