ABBR,Sentence_A,Sentence_B,Sentence_C,Sentence_A_Prime,Sentence_B_Prime,Sentence_C_Prime
PCR,Detection of hMPV RNA by polymerase chain reaction is the only established routine diagnostic method.,Detection of hMPV RNA by PCR is the only established routine diagnostic method.,Detection of hMPV RNA by protein catabolic rate is the only established routine diagnostic method.,"Multivariate analysis demonstrated that gender, older age, non-working status, low social support and low levels of hemoglobin (Hb), Kt/V or protein catabolic rate, had a negative effects, but these effects were of relatively small magnitude and appeared only in some scales.","Multivariate analysis demonstrated that gender, older age, non-working status, low social support and low levels of hemoglobin (Hb), Kt/V or PCR, had a negative effects, but these effects were of relatively small magnitude and appeared only in some scales.","Multivariate analysis demonstrated that gender, older age, non-working status, low social support and low levels of hemoglobin (Hb), Kt/V or polymerase chain reaction, had a negative effects, but these effects were of relatively small magnitude and appeared only in some scales."
PCR,polymerase chain reaction for cagA and cagE (both located in the right half of cag) and virB11 (located in the left half of cag) was performed.,PCR for cagA and cagE (both located in the right half of cag) and virB11 (located in the left half of cag) was performed.,protein catabolic rate for cagA and cagE (both located in the right half of cag) and virB11 (located in the left half of cag) was performed.,"IS was significantly and positively correlated with time on HD (p<0.01), blood urea nitrogen (p<0.01), beta2-microglobulin (p<0.03), and protein catabolic rate (p<0.01).","IS was significantly and positively correlated with time on HD (p<0.01), blood urea nitrogen (p<0.01), beta2-microglobulin (p<0.03), and PCR (p<0.01).","IS was significantly and positively correlated with time on HD (p<0.01), blood urea nitrogen (p<0.01), beta2-microglobulin (p<0.03), and polymerase chain reaction (p<0.01)."
PCR,For the first time the stages of viral infection development were elucidated under the conditions of prolonged clinostating and the presence of the WSMV was detected in wheat plants on the 18th day after inoculation employing the method of polymerase chain reaction.,For the first time the stages of viral infection development were elucidated under the conditions of prolonged clinostating and the presence of the WSMV was detected in wheat plants on the 18th day after inoculation employing the method of PCR.,For the first time the stages of viral infection development were elucidated under the conditions of prolonged clinostating and the presence of the WSMV was detected in wheat plants on the 18th day after inoculation employing the method of protein catabolic rate.,We also investigated the relationship between protein catabolic rate and phosphate and magnesium.,We also investigated the relationship between PCR and phosphate and magnesium.,We also investigated the relationship between polymerase chain reaction and phosphate and magnesium.
PDA,The prevalence of patent ductus arteriosus was lower in the group of infants that received poractant (17%) compared to the group that received beractant (45%) (p=0.02).,The prevalence of PDA was lower in the group of infants that received poractant (17%) compared to the group that received beractant (45%) (p=0.02).,The prevalence of Personal Digital Assistant was lower in the group of infants that received poractant (17%) compared to the group that received beractant (45%) (p=0.02).,This paper describes an effective method of monitoring and controlling a set of chained computer simulations by means of a lightweight steering client based on a small Personal Digital Assistant.,This paper describes an effective method of monitoring and controlling a set of chained computer simulations by means of a lightweight steering client based on a small PDA.,This paper describes an effective method of monitoring and controlling a set of chained computer simulations by means of a lightweight steering client based on a small patent ductus arteriosus.
PDA,Left to right shunting patent ductus arteriosus is the most common canine congenital heart defect.,Left to right shunting PDA is the most common canine congenital heart defect.,Left to right shunting Personal Digital Assistant is the most common canine congenital heart defect.,"We propose a model for clinician-led reporting based on secure transmission of encrypted data from a programmed Personal Digital Assistant to a secure database, leading to automated analysis of clinician-performance data.","We propose a model for clinician-led reporting based on secure transmission of encrypted data from a programmed PDA to a secure database, leading to automated analysis of clinician-performance data.","We propose a model for clinician-led reporting based on secure transmission of encrypted data from a programmed patent ductus arteriosus to a secure database, leading to automated analysis of clinician-performance data."
PDA,The authors presented three cases of patent ductus arteriosus diagnosed in adulthood as an solated defect in patients without clinical signs using echocardiography and MSCT.,The authors presented three cases of PDA diagnosed in adulthood as an solated defect in patients without clinical signs using echocardiography and MSCT.,The authors presented three cases of Personal Digital Assistant diagnosed in adulthood as an solated defect in patients without clinical signs using echocardiography and MSCT.,Use of the Personal Digital Assistant has been infused into the accelerated baccalaureate program at Duke University to help prepare nursing students for professional practice.,Use of the PDA has been infused into the accelerated baccalaureate program at Duke University to help prepare nursing students for professional practice.,Use of the patent ductus arteriosus has been infused into the accelerated baccalaureate program at Duke University to help prepare nursing students for professional practice.
PDA,OBJECTIVE: To re-evaluate the accuracy of standard echocardiographic markers of patent ductus arteriosus using LVO/SVC flow ratio.,OBJECTIVE: To re-evaluate the accuracy of standard echocardiographic markers of PDA using LVO/SVC flow ratio.,OBJECTIVE: To re-evaluate the accuracy of standard echocardiographic markers of Personal Digital Assistant using LVO/SVC flow ratio.,The other 6 hospitals used a Personal Digital Assistant with customized software ( PDA group).,The other 6 hospitals used a PDA with customized software ( PDA group).,The other 6 hospitals used a patent ductus arteriosus with customized software ( PDA group).
PDA,Two infants developed hoarseness unexpectedly the day after transcatheter coil closure of a slender patent ductus arteriosus.,Two infants developed hoarseness unexpectedly the day after transcatheter coil closure of a slender PDA.,Two infants developed hoarseness unexpectedly the day after transcatheter coil closure of a slender Personal Digital Assistant.,Personal Digital Assistant use amongst anaesthetists: an Australian survey.,PDA use amongst anaesthetists: an Australian survey.,patent ductus arteriosus use amongst anaesthetists: an Australian survey.
PEG,The expression efficiency of our method using CA microbeads is 2-10 times higher than that of the polyethylene glycol method.,The expression efficiency of our method using CA microbeads is 2-10 times higher than that of the PEG method.,The expression efficiency of our method using CA microbeads is 2-10 times higher than that of the percutaneous endoscopic gastrostomy method.,We report on a 60-year old man who became bedridden after a cerebral infarction and was put on a regimen of percutaneous endoscopic gastrostomy feedings.,We report on a 60-year old man who became bedridden after a cerebral infarction and was put on a regimen of PEG feedings.,We report on a 60-year old man who became bedridden after a cerebral infarction and was put on a regimen of polyethylene glycol feedings.
PEG,"In the presence of polyethylene glycol, budding cells of Saccharomyces cerevisiae in the early log phase were transformed by exogenous plasmid DNA without additional specific chemical or physical treatments.","In the presence of PEG, budding cells of Saccharomyces cerevisiae in the early log phase were transformed by exogenous plasmid DNA without additional specific chemical or physical treatments.","In the presence of percutaneous endoscopic gastrostomy, budding cells of Saccharomyces cerevisiae in the early log phase were transformed by exogenous plasmid DNA without additional specific chemical or physical treatments.",Enteral feeding through the percutaneous endoscopic gastrostomy tube is usually initiated about 12 to 24 hours after insertion of the tube.,Enteral feeding through the PEG tube is usually initiated about 12 to 24 hours after insertion of the tube.,Enteral feeding through the polyethylene glycol tube is usually initiated about 12 to 24 hours after insertion of the tube.
PEG,The effects of peptides and polyethylene glycol on the immobilization of protease using glutaraldehyde-activated Lewatit R258-K resin were investigated.,The effects of peptides and PEG on the immobilization of protease using glutaraldehyde-activated Lewatit R258-K resin were investigated.,The effects of peptides and percutaneous endoscopic gastrostomy on the immobilization of protease using glutaraldehyde-activated Lewatit R258-K resin were investigated.,A percutaneous endoscopic gastrostomy tube was inserted for enteral feedings and medication delivery.,A PEG tube was inserted for enteral feedings and medication delivery.,A polyethylene glycol tube was inserted for enteral feedings and medication delivery.
PEG,"The protoplasts of two strains of Micromonospora which were sensitive to kanamycin (KM(s)) and utilized raffinose (Raf+), and one strain of Streptomyces griseus which was resistant to KM (KM(r)) and did not utilize raffinose (Raf-), were prepared, mixed in the presence of polyethylene glycol and incubated on regeneration agar plates.","The protoplasts of two strains of Micromonospora which were sensitive to kanamycin (KM(s)) and utilized raffinose (Raf+), and one strain of Streptomyces griseus which was resistant to KM (KM(r)) and did not utilize raffinose (Raf-), were prepared, mixed in the presence of PEG and incubated on regeneration agar plates.","The protoplasts of two strains of Micromonospora which were sensitive to kanamycin (KM(s)) and utilized raffinose (Raf+), and one strain of Streptomyces griseus which was resistant to KM (KM(r)) and did not utilize raffinose (Raf-), were prepared, mixed in the presence of percutaneous endoscopic gastrostomy and incubated on regeneration agar plates.",Enteral nutrition via a percutaneous endoscopic gastrostomy tube is often part of management in patients with dysphagia due to neurological or oropharyngeal disease.,Enteral nutrition via a PEG tube is often part of management in patients with dysphagia due to neurological or oropharyngeal disease.,Enteral nutrition via a polyethylene glycol tube is often part of management in patients with dysphagia due to neurological or oropharyngeal disease.
PEG,Bioactive polyurethaneurea modified with polyethylene glycol and the endothelial cell-adhesive peptide YIGSR was synthesized and fabricated into microporous scaffolds.,Bioactive polyurethaneurea modified with PEG and the endothelial cell-adhesive peptide YIGSR was synthesized and fabricated into microporous scaffolds.,Bioactive polyurethaneurea modified with percutaneous endoscopic gastrostomy and the endothelial cell-adhesive peptide YIGSR was synthesized and fabricated into microporous scaffolds.,"To our knowledge, there is an absence of data evaluating the safety and efficacy of percutaneous endoscopic gastrostomy placement in ICU patients with previous abdominal surgery.","To our knowledge, there is an absence of data evaluating the safety and efficacy of PEG placement in ICU patients with previous abdominal surgery.","To our knowledge, there is an absence of data evaluating the safety and efficacy of polyethylene glycol placement in ICU patients with previous abdominal surgery."
PET,We used Positron emission tomography with [18F]fluoromisonidazole ([18F]FMISO) to study tumor hypoxia in six dogs with spontaneous sarcomas.,We used PET with [18F]fluoromisonidazole ([18F]FMISO) to study tumor hypoxia in six dogs with spontaneous sarcomas.,We used Peritoneal Equilibration Test with [18F]fluoromisonidazole ([18F]FMISO) to study tumor hypoxia in six dogs with spontaneous sarcomas.,Peritoneal permeability was determined by the standard Peritoneal Equilibration Test.,Peritoneal permeability was determined by the standard PET.,Peritoneal permeability was determined by the standard Positron emission tomography.
PET,Positron emission tomography with [18F]-FDG is now firmly established as a clinical tool in oncology.,PET with [18F]-FDG is now firmly established as a clinical tool in oncology.,Peritoneal Equilibration Test with [18F]-FDG is now firmly established as a clinical tool in oncology.,"METHODS: We have investigated the influence of functional polymorphisms of VEGF, ENOS, and IL-6, together with clinical and biological factors, on baseline Peritoneal Equilibration Test parameters in a homogeneous population of 152 unrelated Caucasian PD patients from Belgium and the North of France.","METHODS: We have investigated the influence of functional polymorphisms of VEGF, ENOS, and IL-6, together with clinical and biological factors, on baseline PET parameters in a homogeneous population of 152 unrelated Caucasian PD patients from Belgium and the North of France.","METHODS: We have investigated the influence of functional polymorphisms of VEGF, ENOS, and IL-6, together with clinical and biological factors, on baseline Positron emission tomography parameters in a homogeneous population of 152 unrelated Caucasian PD patients from Belgium and the North of France."
PET,"PURPOSE: In order to improve the objective localization of bilateral cortical abnormalities in Positron emission tomography image volumes, we developed a new three-dimensional image processing technique.","PURPOSE: In order to improve the objective localization of bilateral cortical abnormalities in PET image volumes, we developed a new three-dimensional image processing technique.","PURPOSE: In order to improve the objective localization of bilateral cortical abnormalities in Peritoneal Equilibration Test image volumes, we developed a new three-dimensional image processing technique.","After four weeks, a one-hour Peritoneal Equilibration Test was performed with 3.86% PD solution.","After four weeks, a one-hour PET was performed with 3.86% PD solution.","After four weeks, a one-hour Positron emission tomography was performed with 3.86% PD solution."
PET,"Positron emission tomography facilitates the evaluation of molecular aspects and metabolic alterations that are fundamental in detecting of malignancies, characterization of tumor stage and assessment of therapeutical response, and tumor recurrence.","PET facilitates the evaluation of molecular aspects and metabolic alterations that are fundamental in detecting of malignancies, characterization of tumor stage and assessment of therapeutical response, and tumor recurrence.","Peritoneal Equilibration Test facilitates the evaluation of molecular aspects and metabolic alterations that are fundamental in detecting of malignancies, characterization of tumor stage and assessment of therapeutical response, and tumor recurrence.","After four weeks, a one-hour Peritoneal Equilibration Test was performed with 3.86% PD solution.","After four weeks, a one-hour PET was performed with 3.86% PD solution.","After four weeks, a one-hour Positron emission tomography was performed with 3.86% PD solution."
PET,"METHODS: Using H2(15)O Positron emission tomography, imaging was carried out in 20 healthy young adults (age 19 to 28 years; four epsilon4 carriers and 16 non-epsilon4 carriers) during a non-verbal memory task.","METHODS: Using H2(15)O PET, imaging was carried out in 20 healthy young adults (age 19 to 28 years; four epsilon4 carriers and 16 non-epsilon4 carriers) during a non-verbal memory task.","METHODS: Using H2(15)O Peritoneal Equilibration Test, imaging was carried out in 20 healthy young adults (age 19 to 28 years; four epsilon4 carriers and 16 non-epsilon4 carriers) during a non-verbal memory task.","Among 10 cases with available Peritoneal Equilibration Test data, 8 showed high transporter characteristics, and the remaining 2 were high average.","Among 10 cases with available PET data, 8 showed high transporter characteristics, and the remaining 2 were high average.","Among 10 cases with available Positron emission tomography data, 8 showed high transporter characteristics, and the remaining 2 were high average."
PFO,"Transesophegeal echocardiogram revealed a patent foramen ovale, and Doppler ultrasound revealed a thrombus in the low right jugular vein.","Transesophegeal echocardiogram revealed a PFO, and Doppler ultrasound revealed a thrombus in the low right jugular vein.","Transesophegeal echocardiogram revealed a perfringolysin O, and Doppler ultrasound revealed a thrombus in the low right jugular vein.","perfringolysin O, a soluble toxin secreted by the pathogenic Clostridium perfringens, forms large homo-oligomeric pore complexes comprising up to 50 PFO molecules in cholesterol-containing membranes.","PFO, a soluble toxin secreted by the pathogenic Clostridium perfringens, forms large homo-oligomeric pore complexes comprising up to 50 PFO molecules in cholesterol-containing membranes.","patent foramen ovale, a soluble toxin secreted by the pathogenic Clostridium perfringens, forms large homo-oligomeric pore complexes comprising up to 50 PFO molecules in cholesterol-containing membranes."
PFO,Percutaneous transcatheter closure has been proposed as an alternative to surgical closure or long-term anticoagulation in patients with presumed paradoxical embolism and patent foramen ovale.,Percutaneous transcatheter closure has been proposed as an alternative to surgical closure or long-term anticoagulation in patients with presumed paradoxical embolism and PFO.,Percutaneous transcatheter closure has been proposed as an alternative to surgical closure or long-term anticoagulation in patients with presumed paradoxical embolism and perfringolysin O.,MATERIALS AND METHODS: The molecular models of cytolysins were constructed using InsightII with Homology module with X-ray data of perfringolysin O.,MATERIALS AND METHODS: The molecular models of cytolysins were constructed using InsightII with Homology module with X-ray data of PFO.,MATERIALS AND METHODS: The molecular models of cytolysins were constructed using InsightII with Homology module with X-ray data of patent foramen ovale.
PFO,OBJECTIVE: Purpose was to assess the stroke mechanism in patients with patent foramen ovale.,OBJECTIVE: Purpose was to assess the stroke mechanism in patients with PFO.,OBJECTIVE: Purpose was to assess the stroke mechanism in patients with perfringolysin O.,Current understanding of PLY molecular mechanism is guided by a model built on the basis of its homology with perfringolysin O for which there is an atomic structure.,Current understanding of PLY molecular mechanism is guided by a model built on the basis of its homology with PFO for which there is an atomic structure.,Current understanding of PLY molecular mechanism is guided by a model built on the basis of its homology with patent foramen ovale for which there is an atomic structure.
PFO,Cerebral infarction and patent foramen ovale in the elderly: is PFO the culprit or not?,Cerebral infarction and PFO in the elderly: is PFO the culprit or not?,Cerebral infarction and perfringolysin O in the elderly: is PFO the culprit or not?,"In order to begin to elucidate the molecular details of the translocation process, we examined whether perfringolysin O, a pore-forming protein related to SLO, could substitute for SLO in the translocation of SPN.","In order to begin to elucidate the molecular details of the translocation process, we examined whether PFO, a pore-forming protein related to SLO, could substitute for SLO in the translocation of SPN.","In order to begin to elucidate the molecular details of the translocation process, we examined whether patent foramen ovale, a pore-forming protein related to SLO, could substitute for SLO in the translocation of SPN."
PFO,"Although a patent foramen ovale is often found in younger patients with transient ischemic attacks or stroke, paradoxical embolization through PFO is rarely considered as a cause of acute limb ischemia.","Although a PFO is often found in younger patients with transient ischemic attacks or stroke, paradoxical embolization through PFO is rarely considered as a cause of acute limb ischemia.","Although a perfringolysin O is often found in younger patients with transient ischemic attacks or stroke, paradoxical embolization through PFO is rarely considered as a cause of acute limb ischemia.","In a homology model of PLY with the crystal structure of perfringolysin O, R232 is part of a well-exposed contorted loop on the edge of the concave and convex faces of domain 1.","In a homology model of PLY with the crystal structure of PFO, R232 is part of a well-exposed contorted loop on the edge of the concave and convex faces of domain 1.","In a homology model of PLY with the crystal structure of patent foramen ovale, R232 is part of a well-exposed contorted loop on the edge of the concave and convex faces of domain 1."
PIC,"A subset of 70 markers (37 from EST databases and 33 from repeat enriched libraries) was characterized with respect to polymorphism information content, number of alleles, repeat number, locus duplication within the genome and ability to amplify in other salmonid species.","A subset of 70 markers (37 from EST databases and 33 from repeat enriched libraries) was characterized with respect to PIC, number of alleles, repeat number, locus duplication within the genome and ability to amplify in other salmonid species.","A subset of 70 markers (37 from EST databases and 33 from repeat enriched libraries) was characterized with respect to phosphoinositidase C, number of alleles, repeat number, locus duplication within the genome and ability to amplify in other salmonid species.","In contrast to bradykinin, PGE2 did not stimulate phosphoinositidase C and the PGE2-evoked increase in [Ca2+]i was dependent on extracellular calcium.","In contrast to bradykinin, PGE2 did not stimulate PIC and the PGE2-evoked increase in [Ca2+]i was dependent on extracellular calcium.","In contrast to bradykinin, PGE2 did not stimulate polymorphism information content and the PGE2-evoked increase in [Ca2+]i was dependent on extracellular calcium."
PIC,"Average polymorphism information content value was 0.529, ranging from 0.03 to 0.877.","Average PIC value was 0.529, ranging from 0.03 to 0.877.","Average phosphoinositidase C value was 0.529, ranging from 0.03 to 0.877.","Furthermore, guanosine 5'-[gamma-thio]trisphosphate (GTP[S]) stimulation of phosphoinositidase C in membranes was 5-fold higher in neurones than in astrocytes.","Furthermore, guanosine 5'-[gamma-thio]trisphosphate (GTP[S]) stimulation of PIC in membranes was 5-fold higher in neurones than in astrocytes.","Furthermore, guanosine 5'-[gamma-thio]trisphosphate (GTP[S]) stimulation of polymorphism information content in membranes was 5-fold higher in neurones than in astrocytes."
PIC,The polymorphism information content of 28 loci ranged from 0.04 to 0.88 with an average of 0.42.,The PIC of 28 loci ranged from 0.04 to 0.88 with an average of 0.42.,The phosphoinositidase C of 28 loci ranged from 0.04 to 0.88 with an average of 0.42.,Although only very low levels ( phosphoinositidase C after PTX treatment.,Although only very low levels PIC after PTX treatment.,Although only very low levels ( polymorphism information content after PTX treatment.
PIC,DArT markers displayed fairly high polymorphism information content values and revealed genetic relationships among the samples consistent with the information available on these samples.,DArT markers displayed fairly high PIC values and revealed genetic relationships among the samples consistent with the information available on these samples.,DArT markers displayed fairly high phosphoinositidase C values and revealed genetic relationships among the samples consistent with the information available on these samples.,"The last few years have provided much evidence that although muscarinic m1, m3 and m5 subtypes couple predominantly via pertussis toxin-insensitive G-proteins (Gq/11) to activate phosphoinositidase C, interactions with other G-proteins (Gi, Go, Gs) can be readily observed in cells expressing recombinant muscarinic receptors even at relatively low levels.","The last few years have provided much evidence that although muscarinic m1, m3 and m5 subtypes couple predominantly via pertussis toxin-insensitive G-proteins (Gq/11) to activate PIC, interactions with other G-proteins (Gi, Go, Gs) can be readily observed in cells expressing recombinant muscarinic receptors even at relatively low levels.","The last few years have provided much evidence that although muscarinic m1, m3 and m5 subtypes couple predominantly via pertussis toxin-insensitive G-proteins (Gq/11) to activate polymorphism information content, interactions with other G-proteins (Gi, Go, Gs) can be readily observed in cells expressing recombinant muscarinic receptors even at relatively low levels."
PIC,"polymorphism information content calculated for each marker exceeded 0.5, except for the ETH3 locus in Hereford cattle ( PIC =0.475), and heterozygosity (H) ranged from 54.1% to as much as 85.2%.","PIC calculated for each marker exceeded 0.5, except for the ETH3 locus in Hereford cattle ( PIC =0.475), and heterozygosity (H) ranged from 54.1% to as much as 85.2%.","phosphoinositidase C calculated for each marker exceeded 0.5, except for the ETH3 locus in Hereford cattle ( PIC =0.475), and heterozygosity (H) ranged from 54.1% to as much as 85.2%.","The subcellular partitioning of the phosphoinositidase C isoforms involved in signal transduction, with the selective localization of the PIC beta 1 isoform in the nucleus, represents a crucial aspect of the complex mechanism of cell response to agonists.","The subcellular partitioning of the PIC isoforms involved in signal transduction, with the selective localization of the PIC beta 1 isoform in the nucleus, represents a crucial aspect of the complex mechanism of cell response to agonists.","The subcellular partitioning of the polymorphism information content isoforms involved in signal transduction, with the selective localization of the PIC beta 1 isoform in the nucleus, represents a crucial aspect of the complex mechanism of cell response to agonists."
PID,"OBJECTIVE: Among all women with pelvic inflammatory disease, prevention of adverse reproductive consequences appears to be similarly achieved by outpatient treatment and inpatient treatment.","OBJECTIVE: Among all women with PID, prevention of adverse reproductive consequences appears to be similarly achieved by outpatient treatment and inpatient treatment.","OBJECTIVE: Among all women with postinoculation day, prevention of adverse reproductive consequences appears to be similarly achieved by outpatient treatment and inpatient treatment.","PROCEDURE: Calves received an SC injection of MAP strain 19698 (n = 25), sterile saline (0.9% NaCl) solution (20), or a commercial paratuberculosis vaccine (3); the inoculation site tissue and associated draining lymph node were excised at postinoculation day 0 (n = 36), 7 (14), 14 (6), 21 (8), and 60 (32).","PROCEDURE: Calves received an SC injection of MAP strain 19698 (n = 25), sterile saline (0.9% NaCl) solution (20), or a commercial paratuberculosis vaccine (3); the inoculation site tissue and associated draining lymph node were excised at PID 0 (n = 36), 7 (14), 14 (6), 21 (8), and 60 (32).","PROCEDURE: Calves received an SC injection of MAP strain 19698 (n = 25), sterile saline (0.9% NaCl) solution (20), or a commercial paratuberculosis vaccine (3); the inoculation site tissue and associated draining lymph node were excised at pelvic inflammatory disease 0 (n = 36), 7 (14), 14 (6), 21 (8), and 60 (32)."
PID,"OBJECTIVES: To determine trends in hospital admission rates for pelvic inflammatory disease, ectopic pregnancy, and e PID idymo-orchitis in New South Wales.","OBJECTIVES: To determine trends in hospital admission rates for PID, ectopic pregnancy, and e PID idymo-orchitis in New South Wales.","OBJECTIVES: To determine trends in hospital admission rates for postinoculation day, ectopic pregnancy, and e PID idymo-orchitis in New South Wales.","While disease was not observed in the age-matched controls, two out of five non-immunised PCV2-infected piglets died on postinoculation day 21, and one was euthanized on PID 25 in moribund condition.","While disease was not observed in the age-matched controls, two out of five non-immunised PCV2-infected piglets died on PID 21, and one was euthanized on PID 25 in moribund condition.","While disease was not observed in the age-matched controls, two out of five non-immunised PCV2-infected piglets died on pelvic inflammatory disease 21, and one was euthanized on PID 25 in moribund condition."
PID,pelvic inflammatory disease is a polymicrobial infection typically occurring in sexually active females.,PID is a polymicrobial infection typically occurring in sexually active females.,postinoculation day is a polymicrobial infection typically occurring in sexually active females.,Diarrhea was observed in 32% of the pigs and virus shedding was demonstrated in 100% between postinoculation day 1 and 8.,Diarrhea was observed in 32% of the pigs and virus shedding was demonstrated in 100% between PID 1 and 8.,Diarrhea was observed in 32% of the pigs and virus shedding was demonstrated in 100% between pelvic inflammatory disease 1 and 8.
PID,"The diagnosis of pelvic inflammatory disease is at times difficult because of the vague symptoms and signs, but is crucial because even mild PID can have future reproductive consequences.","The diagnosis of PID is at times difficult because of the vague symptoms and signs, but is crucial because even mild PID can have future reproductive consequences.","The diagnosis of postinoculation day is at times difficult because of the vague symptoms and signs, but is crucial because even mild PID can have future reproductive consequences.",The infected pigs developed severe illness and became moribund on postinoculation day 7 or PID 10.,The infected pigs developed severe illness and became moribund on PID 7 or PID 10.,The infected pigs developed severe illness and became moribund on pelvic inflammatory disease 7 or PID 10.
PID,RESULTS: Screening women between 15 and 29 years of age using urine-based NAATs prevented 1247 cases of pelvic inflammatory disease and saved 177 US dollars per patient compared with no screening.,RESULTS: Screening women between 15 and 29 years of age using urine-based NAATs prevented 1247 cases of PID and saved 177 US dollars per patient compared with no screening.,RESULTS: Screening women between 15 and 29 years of age using urine-based NAATs prevented 1247 cases of postinoculation day and saved 177 US dollars per patient compared with no screening.,"Pigs were challenged with virulent Wa (P1A[8],G1) human rotavirus at postinoculation day 21 (two-dose VLP regimen) or 28 (three-dose VLP regimen).","Pigs were challenged with virulent Wa (P1A[8],G1) human rotavirus at PID 21 (two-dose VLP regimen) or 28 (three-dose VLP regimen).","Pigs were challenged with virulent Wa (P1A[8],G1) human rotavirus at pelvic inflammatory disease 21 (two-dose VLP regimen) or 28 (three-dose VLP regimen)."
PIH,OBJECTIVE: The aim of this study is to evaluate whether pregnancy-induced hypertension among nondiabetic patients is associated with glucose intolerance.,OBJECTIVE: The aim of this study is to evaluate whether PIH among nondiabetic patients is associated with glucose intolerance.,OBJECTIVE: The aim of this study is to evaluate whether pyridoxal isonicotinoyl hydrazone among nondiabetic patients is associated with glucose intolerance.,"This level of Fe excretion at 200 mg/kg was similar to the same dose of the orally effective chelators, pyridoxal isonicotinoyl hydrazone and deferiprone (L1).","This level of Fe excretion at 200 mg/kg was similar to the same dose of the orally effective chelators, PIH and deferiprone (L1).","This level of Fe excretion at 200 mg/kg was similar to the same dose of the orally effective chelators, pregnancy-induced hypertension and deferiprone (L1)."
PIH,Elevated pregestational BMI is an independent risk factor for development of pregnancy-induced hypertension.,Elevated pregestational BMI is an independent risk factor for development of PIH.,Elevated pregestational BMI is an independent risk factor for development of pyridoxal isonicotinoyl hydrazone.,"pyridoxal isonicotinoyl hydrazone and many of its analogs are effective iron chelators in vivo and in vitro, and are of interest for the treatment of secondary iron overload.","PIH and many of its analogs are effective iron chelators in vivo and in vitro, and are of interest for the treatment of secondary iron overload.","pregnancy-induced hypertension and many of its analogs are effective iron chelators in vivo and in vitro, and are of interest for the treatment of secondary iron overload."
PIH,"In patients with DE-IVF, 26% had pregnancy-induced hypertension develop, whereas this occurred in only 8% of the STD-IVF group ( P = .02).","In patients with DE-IVF, 26% had PIH develop, whereas this occurred in only 8% of the STD-IVF group ( P = .02).","In patients with DE-IVF, 26% had pyridoxal isonicotinoyl hydrazone develop, whereas this occurred in only 8% of the STD-IVF group ( P = .02).",One group of ligands that have been extensively investigated are those of the pyridoxal isonicotinoyl hydrazone class.,One group of ligands that have been extensively investigated are those of the PIH class.,One group of ligands that have been extensively investigated are those of the pregnancy-induced hypertension class.
PIH,OBJECTIVE: The objective of the present study was to evaluate the cardiovascular risk profile and the prevalence of metabolic syndrome among women with a history of pregnancy-induced hypertension.,OBJECTIVE: The objective of the present study was to evaluate the cardiovascular risk profile and the prevalence of metabolic syndrome among women with a history of PIH.,OBJECTIVE: The objective of the present study was to evaluate the cardiovascular risk profile and the prevalence of metabolic syndrome among women with a history of pyridoxal isonicotinoyl hydrazone.,Lipophilicity of analogs of pyridoxal isonicotinoyl hydrazone determines the efflux of iron complexes and toxicity in K562 cells.,Lipophilicity of analogs of PIH determines the efflux of iron complexes and toxicity in K562 cells.,Lipophilicity of analogs of pregnancy-induced hypertension determines the efflux of iron complexes and toxicity in K562 cells.
PIH,BACKGROUND: No previous studies have examined the effect of pregnancy-induced hypertension on early infant growth.,BACKGROUND: No previous studies have examined the effect of PIH on early infant growth.,BACKGROUND: No previous studies have examined the effect of pyridoxal isonicotinoyl hydrazone on early infant growth.,pyridoxal isonicotinoyl hydrazone and many of its analogs are effective at mobilizing iron in vivo and in vitro at doses that are not toxic.,PIH and many of its analogs are effective at mobilizing iron in vivo and in vitro at doses that are not toxic.,pregnancy-induced hypertension and many of its analogs are effective at mobilizing iron in vivo and in vitro at doses that are not toxic.
PIP,"INDICATIONS: Closed, open, and remote injuries of the extensor mechanism at the proximal interphalangeal joint with corresponding loss of function.","INDICATIONS: Closed, open, and remote injuries of the extensor mechanism at the PIP joint with corresponding loss of function.","INDICATIONS: Closed, open, and remote injuries of the extensor mechanism at the peak inspiratory pressure joint with corresponding loss of function.","Respiratory mechanics such as peak inspiratory pressure, respiratory resistance (Rr), and dynamic compliance (Cdyn) measurements were recorded by a Datex-Ohmeda respiratory device (Datex-Ohmeda, Finland) at four timepoints: 5 minutes after mechanical ventilation started (T1), after insufflation of the peritoneum (T2), in the 30-degree Trendelenburg position (T3), and after desufflation of the peritoneum (T4).","Respiratory mechanics such as PIP, respiratory resistance (Rr), and dynamic compliance (Cdyn) measurements were recorded by a Datex-Ohmeda respiratory device (Datex-Ohmeda, Finland) at four timepoints: 5 minutes after mechanical ventilation started (T1), after insufflation of the peritoneum (T2), in the 30-degree Trendelenburg position (T3), and after desufflation of the peritoneum (T4).","Respiratory mechanics such as proximal interphalangeal, respiratory resistance (Rr), and dynamic compliance (Cdyn) measurements were recorded by a Datex-Ohmeda respiratory device (Datex-Ohmeda, Finland) at four timepoints: 5 minutes after mechanical ventilation started (T1), after insufflation of the peritoneum (T2), in the 30-degree Trendelenburg position (T3), and after desufflation of the peritoneum (T4)."
