abbr,sentence_a,sentence_b,sentence_c
STT,The neuronal system signaling pain has often been characterized as a labeled line consisting of neurons in the pain-signaling pathway to the brain [ spinothalamic tract  that respond only to painful stimuli.,The neuronal system signaling pain has often been characterized as a labeled line consisting of neurons in the pain-signaling pathway to the brain [ spinothalamic tract ( STT )] that respond only to painful stimuli.,The neuronal system signaling pain has often been characterized as a labeled line consisting of neurons in the pain-signaling pathway to the brain [ spinothalamic tract ( STT )] that respond only to painful stimuli.
STT,Single-unit recordings from monkey spinothalamic tract  neurons reveal that the responses of polymodal nociceptive lamina I STT neurons correspond with the profile of burning pain elicited in human subjects by repeated brief-contact heat.,Single-unit recordings from monkey spinothalamic tract ( STT ) neurons reveal that the responses of polymodal nociceptive lamina I STT neurons correspond with the profile of burning pain elicited in human subjects by repeated brief-contact heat.,Single-unit recordings from monkey spinothalamic tract ( STT ) neurons reveal that the responses of polymodal nociceptive lamina I STT neurons correspond with the profile of burning pain elicited in human subjects by repeated brief-contact heat.
STT,"We investigated the role of mechanosensitive spinothalamic tract  neurons in mediating 1) the itch evoked by intradermal injection of histamine, 2) the enhanced sense of itch evoked by innocuous stroking (alloknesis), and 3) the enhanced pain evoked by punctate stimulation (hyperalgesia) of the skin surrounding the injection site.","We investigated the role of mechanosensitive spinothalamic tract ( STT ) neurons in mediating 1) the itch evoked by intradermal injection of histamine, 2) the enhanced sense of itch evoked by innocuous stroking (alloknesis), and 3) the enhanced pain evoked by punctate stimulation (hyperalgesia) of the skin surrounding the injection site.","We investigated the role of mechanosensitive spinothalamic tract ( STT ) neurons in mediating 1) the itch evoked by intradermal injection of histamine, 2) the enhanced sense of itch evoked by innocuous stroking (alloknesis), and 3) the enhanced pain evoked by punctate stimulation (hyperalgesia) of the skin surrounding the injection site."
STT,"Sensitization of nociceptive dorsal horn neurons, including spinothalamic tract  cells, is thought to underlie the development of secondary hyperalgesia and allodynia following tissue injury.","Sensitization of nociceptive dorsal horn neurons, including spinothalamic tract ( STT ) cells, is thought to underlie the development of secondary hyperalgesia and allodynia following tissue injury.","Sensitization of nociceptive dorsal horn neurons, including spinothalamic tract ( STT ) cells, is thought to underlie the development of secondary hyperalgesia and allodynia following tissue injury."
STT,"Nociceptive spinothalamic tract  neurones in lamina I of the lumbosacral spinal cord of anaesthetized cats were characterized by recording their responses to graded mechanical stimulation with controlled forces of 10-120 g and probes of 5.0, 0.5 and 0.1 mm(2) contact area.","Nociceptive spinothalamic tract ( STT ) neurones in lamina I of the lumbosacral spinal cord of anaesthetized cats were characterized by recording their responses to graded mechanical stimulation with controlled forces of 10-120 g and probes of 5.0, 0.5 and 0.1 mm(2) contact area.","Nociceptive spinothalamic tract ( STT ) neurones in lamina I of the lumbosacral spinal cord of anaesthetized cats were characterized by recording their responses to graded mechanical stimulation with controlled forces of 10-120 g and probes of 5.0, 0.5 and 0.1 mm(2) contact area."
STT,Effects were determined on extracellular activity of either spinothalamic tract  neurons or descending propriospinal neurons that were recorded in high cervical segments of anesthetized monkeys.,Effects were determined on extracellular activity of either spinothalamic tract ( STT ) neurons or descending propriospinal neurons that were recorded in high cervical segments of anesthetized monkeys.,Effects were determined on extracellular activity of either spinothalamic tract ( STT ) neurons or descending propriospinal neurons that were recorded in high cervical segments of anesthetized monkeys.
STT,"In this study, we have examined the effects of activation of the PKA cascade on the responses of spinothalamic tract  neurons to peripheral mechanical stimuli in anesthetized and paralyzed monkeys.","In this study, we have examined the effects of activation of the PKA cascade on the responses of spinothalamic tract ( STT ) neurons to peripheral mechanical stimuli in anesthetized and paralyzed monkeys.","In this study, we have examined the effects of activation of the PKA cascade on the responses of spinothalamic tract ( STT ) neurons to peripheral mechanical stimuli in anesthetized and paralyzed monkeys."
SVC,Systemic blood flow can be estimated by measuring flow in the superior vena cava .,Systemic blood flow can be estimated by measuring flow in the superior vena cava ( SVC ).,Systemic blood flow can be estimated by measuring flow in the superior vena cava ( SVC ).
SVC,We report a technique of placing hemodialysis catheters directly into the superior vena cava .,We report a technique of placing hemodialysis catheters directly into the superior vena cava ( SVC ).,We report a technique of placing hemodialysis catheters directly into the superior vena cava ( SVC ).
SVC,"Clinical manifestations may be due to superior vena cava  obstruction, esophageal compression, large airway involvement, pulmonary artery or pulmonary vein narrowing, or laryngeal or phrenic nerve impingement.","Clinical manifestations may be due to superior vena cava ( SVC ) obstruction, esophageal compression, large airway involvement, pulmonary artery or pulmonary vein narrowing, or laryngeal or phrenic nerve impingement.","Clinical manifestations may be due to superior vena cava ( SVC ) obstruction, esophageal compression, large airway involvement, pulmonary artery or pulmonary vein narrowing, or laryngeal or phrenic nerve impingement."
SVC,"superior vena cava  syndrome mostly presents the typical and unmistakable symptoms and signs, such as edema and venous distension of the face, neck, arms, and upper chest wall.","superior vena cava ( SVC ) syndrome mostly presents the typical and unmistakable symptoms and signs, such as edema and venous distension of the face, neck, arms, and upper chest wall.","superior vena cava ( SVC ) syndrome mostly presents the typical and unmistakable symptoms and signs, such as edema and venous distension of the face, neck, arms, and upper chest wall."
SVC,Reentry around the superior vena cava  was suspected in three patients.,Reentry around the superior vena cava ( SVC ) was suspected in three patients.,Reentry around the superior vena cava ( SVC ) was suspected in three patients.
SVC,Balloon dilation of the superior vena cava  resulting in SVC rupture and pericardial tamponade: a case report and brief review.,Balloon dilation of the superior vena cava ( SVC ) resulting in SVC rupture and pericardial tamponade: a case report and brief review.,Balloon dilation of the superior vena cava ( SVC ) resulting in SVC rupture and pericardial tamponade: a case report and brief review.
SVC,superior vena cava  syndrome due to direct invasion from a primary thyroid malignancy is a rare phenomenon.,superior vena cava ( SVC ) syndrome due to direct invasion from a primary thyroid malignancy is a rare phenomenon.,superior vena cava ( SVC ) syndrome due to direct invasion from a primary thyroid malignancy is a rare phenomenon.
SVC,superior vena cava  obstruction commonly occurs in the setting of malignancy.,superior vena cava ( SVC ) obstruction commonly occurs in the setting of malignancy.,superior vena cava ( SVC ) obstruction commonly occurs in the setting of malignancy.
SVC,BACKGROUND: The usefulness of cryopreserved superior vena cava  grafts for venous reconstruction remains to be evaluated in right liver and right lateral sector transplantation.,BACKGROUND: The usefulness of cryopreserved superior vena cava ( SVC ) grafts for venous reconstruction remains to be evaluated in right liver and right lateral sector transplantation.,BACKGROUND: The usefulness of cryopreserved superior vena cava ( SVC ) grafts for venous reconstruction remains to be evaluated in right liver and right lateral sector transplantation.
SVC,"However, superior vena cava  involvement is rare; it accounts for only 6% of the cases.","However, superior vena cava ( SVC ) involvement is rare; it accounts for only 6% of the cases.","However, superior vena cava ( SVC ) involvement is rare; it accounts for only 6% of the cases."
SVG,"Proximal anastomosis of saphenous vein graft  was done formerly, and vinyl chloride tube, 5 cm long and 2 mm in diameter, was inserted into SVG .","Proximal anastomosis of saphenous vein graft ( SVG ) was done formerly, and vinyl chloride tube, 5 cm long and 2 mm in diameter, was inserted into SVG .","Proximal anastomosis of saphenous vein graft ( SVG ) was done formerly, and vinyl chloride tube, 5 cm long and 2 mm in diameter, was inserted into SVG ."
SVG,"METHODS: Among 84 patients who underwent CABG from January 2002 to August 2003, 36 off-pump CABGs were performed using at least one saphenous vein graft .","METHODS: Among 84 patients who underwent CABG from January 2002 to August 2003, 36 off-pump CABGs were performed using at least one saphenous vein graft ( SVG ).","METHODS: Among 84 patients who underwent CABG from January 2002 to August 2003, 36 off-pump CABGs were performed using at least one saphenous vein graft ( SVG )."
SVG,Progressive saphenous vein graft  narrowing and occlusion remains a major limitation of coronary artery bypass grafting and is an important target for gene therapy.,Progressive saphenous vein graft ( SVG ) narrowing and occlusion remains a major limitation of coronary artery bypass grafting and is an important target for gene therapy.,Progressive saphenous vein graft ( SVG ) narrowing and occlusion remains a major limitation of coronary artery bypass grafting and is an important target for gene therapy.
SVG,We report a case of a large saphenous vein graft  aneurysm masquerading as a right atrial mass on transesophageal echocardiogram.,We report a case of a large saphenous vein graft ( SVG ) aneurysm masquerading as a right atrial mass on transesophageal echocardiogram.,We report a case of a large saphenous vein graft ( SVG ) aneurysm masquerading as a right atrial mass on transesophageal echocardiogram.
SVG,BACKGROUND: The pattern of saphenous vein graft  calcification before percutaneous intervention has not been studied.,BACKGROUND: The pattern of saphenous vein graft ( SVG ) calcification before percutaneous intervention has not been studied.,BACKGROUND: The pattern of saphenous vein graft ( SVG ) calcification before percutaneous intervention has not been studied.
SVG,saphenous vein graft  angioplasty is associated with frequent periprocedural complications due to distal embolization and a high risk of restenosis.,saphenous vein graft ( SVG ) angioplasty is associated with frequent periprocedural complications due to distal embolization and a high risk of restenosis.,saphenous vein graft ( SVG ) angioplasty is associated with frequent periprocedural complications due to distal embolization and a high risk of restenosis.
SVG,"In general, these patients included those with saphenous vein graft  lesions, long lesions (>35 mm), and patients with a history of more than three prior interventions.","In general, these patients included those with saphenous vein graft ( SVG ) lesions, long lesions (>35 mm), and patients with a history of more than three prior interventions.","In general, these patients included those with saphenous vein graft ( SVG ) lesions, long lesions (>35 mm), and patients with a history of more than three prior interventions."
SVG,OBJECTIVES: We sought to examine saphenous vein graft  lesions that fail within the first year after operation.,OBJECTIVES: We sought to examine saphenous vein graft ( SVG ) lesions that fail within the first year after operation.,OBJECTIVES: We sought to examine saphenous vein graft ( SVG ) lesions that fail within the first year after operation.
SVG,Patients who develop acute myocardial infarction due to occlusion in a saphenous vein graft  constitute a revascularization challenge.,Patients who develop acute myocardial infarction due to occlusion in a saphenous vein graft ( SVG ) constitute a revascularization challenge.,Patients who develop acute myocardial infarction due to occlusion in a saphenous vein graft ( SVG ) constitute a revascularization challenge.
SVG,saphenous vein graft  aneurysms are a rare complication of coronary artery bypass graft surgery.,saphenous vein graft ( SVG ) aneurysms are a rare complication of coronary artery bypass graft surgery.,saphenous vein graft ( SVG ) aneurysms are a rare complication of coronary artery bypass graft surgery.
SVT,"However, they frequently deliver inappropriate therapy during supraventricular tachycardia .","However, they frequently deliver inappropriate therapy during supraventricular tachycardia ( SVT ).","However, they frequently deliver inappropriate therapy during supraventricular tachycardia ( SVT )."
SVT,"BACKGROUND: The CryoCath Technologies Freezor catheter has been used successfully for cryoablation of supraventricular tachycardia , but has not been evaluated in a large clinical trial.","BACKGROUND: The CryoCath Technologies Freezor catheter has been used successfully for cryoablation of supraventricular tachycardia ( SVT ), but has not been evaluated in a large clinical trial.","BACKGROUND: The CryoCath Technologies Freezor catheter has been used successfully for cryoablation of supraventricular tachycardia ( SVT ), but has not been evaluated in a large clinical trial."
SVT,AIM: The aim of the present study was to evaluate the occurrence of arrhythmia-related symptoms in patients with supraventricular tachycardia  referred for radiofrequency catheter ablation (RF ablation) with special focus on driving ability.,AIM: The aim of the present study was to evaluate the occurrence of arrhythmia-related symptoms in patients with supraventricular tachycardia ( SVT ) referred for radiofrequency catheter ablation (RF ablation) with special focus on driving ability.,AIM: The aim of the present study was to evaluate the occurrence of arrhythmia-related symptoms in patients with supraventricular tachycardia ( SVT ) referred for radiofrequency catheter ablation (RF ablation) with special focus on driving ability.
SVT,Persistent fetal supraventricular tachycardia  with more than 210 bpm frequently leads to congestive heart failure.,Persistent fetal supraventricular tachycardia ( SVT ) with more than 210 bpm frequently leads to congestive heart failure.,Persistent fetal supraventricular tachycardia ( SVT ) with more than 210 bpm frequently leads to congestive heart failure.
SVT,"Among the 87 fetuses with atrial extrasystoles, 2.3% developed supraventricular tachycardia  in utero.","Among the 87 fetuses with atrial extrasystoles, 2.3% developed supraventricular tachycardia ( SVT ) in utero.","Among the 87 fetuses with atrial extrasystoles, 2.3% developed supraventricular tachycardia ( SVT ) in utero."
SVT,INTRODUCTION: Previous literature has documented the association between narrow QRS supraventricular tachycardia  and pronounced ST-T segment change.,INTRODUCTION: Previous literature has documented the association between narrow QRS supraventricular tachycardia ( SVT ) and pronounced ST-T segment change.,INTRODUCTION: Previous literature has documented the association between narrow QRS supraventricular tachycardia ( SVT ) and pronounced ST-T segment change.
SVT,"An arrhythmic substrate was found in 29 (40.3%) patients, including 13 (18.1%) with isolated ectopic beats of supraventricular and/or ventricular origin, 14 (19.4%) with supraventricular tachycardia  and 2 (2.8%) with second degree AV block.","An arrhythmic substrate was found in 29 (40.3%) patients, including 13 (18.1%) with isolated ectopic beats of supraventricular and/or ventricular origin, 14 (19.4%) with supraventricular tachycardia ( SVT ) and 2 (2.8%) with second degree AV block.","An arrhythmic substrate was found in 29 (40.3%) patients, including 13 (18.1%) with isolated ectopic beats of supraventricular and/or ventricular origin, 14 (19.4%) with supraventricular tachycardia ( SVT ) and 2 (2.8%) with second degree AV block."
SVT,"Only one serious cardiac event occurred, a case of supraventricular tachycardia  requiring a stay on the cardiac intensive care unit.","Only one serious cardiac event occurred, a case of supraventricular tachycardia ( SVT ) requiring a stay on the cardiac intensive care unit.","Only one serious cardiac event occurred, a case of supraventricular tachycardia ( SVT ) requiring a stay on the cardiac intensive care unit."
SVT,This case report documents the key aspects in treatment of a citalopram overdose resulting in a seizure and an episode of supraventricular tachycardia .,This case report documents the key aspects in treatment of a citalopram overdose resulting in a seizure and an episode of supraventricular tachycardia ( SVT ).,This case report documents the key aspects in treatment of a citalopram overdose resulting in a seizure and an episode of supraventricular tachycardia ( SVT ).
SVT,"Of 238 symptomatic patients, 15% (N = 35; mean age: 11.4 +/- 4.7 years; range: 0.1-17.4 years; 51% male) had supraventricular tachycardia .","Of 238 symptomatic patients, 15% (N = 35; mean age: 11.4 +/- 4.7 years; range: 0.1-17.4 years; 51% male) had supraventricular tachycardia ( SVT ).","Of 238 symptomatic patients, 15% (N = 35; mean age: 11.4 +/- 4.7 years; range: 0.1-17.4 years; 51% male) had supraventricular tachycardia ( SVT )."
TAH,Maintenance of the internal environment in total artificial heart  recipients during long-term pumping.,Maintenance of the internal environment in total artificial heart ( TAH ) recipients during long-term pumping.,Maintenance of the internal environment in total artificial heart ( TAH ) recipients during long-term pumping.
TAH,"Sixty-six long-term experiments were performed on animals (65 calves, 1 goat) after implantation with a total artificial heart .","Sixty-six long-term experiments were performed on animals (65 calves, 1 goat) after implantation with a total artificial heart ( TAH ).","Sixty-six long-term experiments were performed on animals (65 calves, 1 goat) after implantation with a total artificial heart ( TAH )."
TAH,Automatic physiological control of the pneumatic Phoenix-7 total artificial heart  occupies a pivotal position for clinical application of the device.,Automatic physiological control of the pneumatic Phoenix-7 total artificial heart ( TAH ) occupies a pivotal position for clinical application of the device.,Automatic physiological control of the pneumatic Phoenix-7 total artificial heart ( TAH ) occupies a pivotal position for clinical application of the device.
TAH,A new system to observe the microcirculation on the bulbar conjunctiva was developed using a digital high definition microscope to investigate the influence of the flow patterns on the microcirculation in a goat with a total artificial heart .,A new system to observe the microcirculation on the bulbar conjunctiva was developed using a digital high definition microscope to investigate the influence of the flow patterns on the microcirculation in a goat with a total artificial heart ( TAH ).,A new system to observe the microcirculation on the bulbar conjunctiva was developed using a digital high definition microscope to investigate the influence of the flow patterns on the microcirculation in a goat with a total artificial heart ( TAH ).
TAH,"Neurologic complications, particularly brain infarction (ischemic stroke), are frequent and serious sequelae of total artificial heart  implantation.","Neurologic complications, particularly brain infarction (ischemic stroke), are frequent and serious sequelae of total artificial heart ( TAH ) implantation.","Neurologic complications, particularly brain infarction (ischemic stroke), are frequent and serious sequelae of total artificial heart ( TAH ) implantation."
TAH,The AbioCor total artificial heart  is undergoing clinical feasibility testing as destination therapy in patients with end-stage congestive heart failure.,The AbioCor total artificial heart ( TAH ) is undergoing clinical feasibility testing as destination therapy in patients with end-stage congestive heart failure.,The AbioCor total artificial heart ( TAH ) is undergoing clinical feasibility testing as destination therapy in patients with end-stage congestive heart failure.
TAH,We report our experience with the total artificial heart  to determine if outcomes have improved.,We report our experience with the total artificial heart ( TAH ) to determine if outcomes have improved.,We report our experience with the total artificial heart ( TAH ) to determine if outcomes have improved.
TAH,A motor rotation in an electromechanically-driven pulsatile total artificial heart  may influence hemolysis.,A motor rotation in an electromechanically-driven pulsatile total artificial heart ( TAH ) may influence hemolysis.,A motor rotation in an electromechanically-driven pulsatile total artificial heart ( TAH ) may influence hemolysis.
TAH,"BACKGROUND: At our institution, the total artificial heart  Jarvik-7 (CardioWest) has been used since 1986 as a bridge to transplantation for the most severely ill patients with terminal congestive heart failure.","BACKGROUND: At our institution, the total artificial heart ( TAH ) Jarvik-7 (CardioWest) has been used since 1986 as a bridge to transplantation for the most severely ill patients with terminal congestive heart failure.","BACKGROUND: At our institution, the total artificial heart ( TAH ) Jarvik-7 (CardioWest) has been used since 1986 as a bridge to transplantation for the most severely ill patients with terminal congestive heart failure."
TAH,A description of successful management of a patient who developed an empyema as a postoperative complication following the insertion of a CardioWest total artificial heart  as a bridge to cardiac transplantation is presented.,A description of successful management of a patient who developed an empyema as a postoperative complication following the insertion of a CardioWest total artificial heart ( TAH ) as a bridge to cardiac transplantation is presented.,A description of successful management of a patient who developed an empyema as a postoperative complication following the insertion of a CardioWest total artificial heart ( TAH ) as a bridge to cardiac transplantation is presented.
TEE,"In the 571 patients who underwent transesophageal echocardiography  in the ACUTE trial, we assessed the relative predictive value of baseline data derived by history, transthoracic echocardiography, and TEE for prediction of thrombus and adjudicated embolism (thromboembolism) as a composite end point.","In the 571 patients who underwent transesophageal echocardiography ( TEE ) in the ACUTE trial, we assessed the relative predictive value of baseline data derived by history, transthoracic echocardiography, and TEE for prediction of thrombus and adjudicated embolism (thromboembolism) as a composite end point.","In the 571 patients who underwent transesophageal echocardiography ( TEE ) in the ACUTE trial, we assessed the relative predictive value of baseline data derived by history, transthoracic echocardiography, and TEE for prediction of thrombus and adjudicated embolism (thromboembolism) as a composite end point."
TEE,transesophageal echocardiography  has emerged as a potential tool in assessing adequacy of acute hemodynamic resuscitation.,transesophageal echocardiography ( TEE ) has emerged as a potential tool in assessing adequacy of acute hemodynamic resuscitation.,transesophageal echocardiography ( TEE ) has emerged as a potential tool in assessing adequacy of acute hemodynamic resuscitation.
TEE,transesophageal echocardiography  has become a mainstay of cardiac surgery in the diagnosis of intracardiac and vascular lesions adjacent to the esophagus.,transesophageal echocardiography ( TEE ) has become a mainstay of cardiac surgery in the diagnosis of intracardiac and vascular lesions adjacent to the esophagus.,transesophageal echocardiography ( TEE ) has become a mainstay of cardiac surgery in the diagnosis of intracardiac and vascular lesions adjacent to the esophagus.
TEE,IMPLICATIONS: A liver mass was detected during intraoperative transesophageal echocardiography  examination in a patient undergoing cardiac valve surgery.,IMPLICATIONS: A liver mass was detected during intraoperative transesophageal echocardiography ( TEE ) examination in a patient undergoing cardiac valve surgery.,IMPLICATIONS: A liver mass was detected during intraoperative transesophageal echocardiography ( TEE ) examination in a patient undergoing cardiac valve surgery.
TEE,"transesophageal echocardiography  findings after the induction of anesthesia were: general hypokinesis, mitral regurgitation 1+, left ventricular outflow tract pressure gradient of 11 mmHg and no blood flow in the left anterior descending coronary artery.","transesophageal echocardiography ( TEE ) findings after the induction of anesthesia were: general hypokinesis, mitral regurgitation 1+, left ventricular outflow tract pressure gradient of 11 mmHg and no blood flow in the left anterior descending coronary artery.","transesophageal echocardiography ( TEE ) findings after the induction of anesthesia were: general hypokinesis, mitral regurgitation 1+, left ventricular outflow tract pressure gradient of 11 mmHg and no blood flow in the left anterior descending coronary artery."
TEE,"BACKGROUND: The feasibility of mitral valve repair is based on functional assessment of MR, mainly by transesophageal echocardiography .","BACKGROUND: The feasibility of mitral valve repair is based on functional assessment of MR, mainly by transesophageal echocardiography ( TEE ).","BACKGROUND: The feasibility of mitral valve repair is based on functional assessment of MR, mainly by transesophageal echocardiography ( TEE )."
TEE,"INTRODUCTION: Intraoperative transesophageal echocardiography  is a useful tool during valvular, great vessels and CABG surgery.","INTRODUCTION: Intraoperative transesophageal echocardiography ( TEE ) is a useful tool during valvular, great vessels and CABG surgery.","INTRODUCTION: Intraoperative transesophageal echocardiography ( TEE ) is a useful tool during valvular, great vessels and CABG surgery."
TEE,THE AIM OF WORK: To assess the diagnostic accuracy and clinical significance of transesophageal echocardiography  in the diagnosis of atrial tumors.,THE AIM OF WORK: To assess the diagnostic accuracy and clinical significance of transesophageal echocardiography ( TEE ) in the diagnosis of atrial tumors.,THE AIM OF WORK: To assess the diagnostic accuracy and clinical significance of transesophageal echocardiography ( TEE ) in the diagnosis of atrial tumors.
TEE,"METHODS: We studied 31 patients (Injury Severity Score, 48 +/- 15) who sustained a BAI diagnosed using transesophageal echocardiography .","METHODS: We studied 31 patients (Injury Severity Score, 48 +/- 15) who sustained a BAI diagnosed using transesophageal echocardiography ( TEE ).","METHODS: We studied 31 patients (Injury Severity Score, 48 +/- 15) who sustained a BAI diagnosed using transesophageal echocardiography ( TEE )."
TEE,transesophageal echocardiography  is generally superior to the transthoracic approach in the evaluation of the complications resulting from infective endocarditis.,transesophageal echocardiography ( TEE ) is generally superior to the transthoracic approach in the evaluation of the complications resulting from infective endocarditis.,transesophageal echocardiography ( TEE ) is generally superior to the transthoracic approach in the evaluation of the complications resulting from infective endocarditis.
TENS,transcutaneous electrical nerve stimulation  is one of the most frequently employed treatments in MPS.,transcutaneous electrical nerve stimulation ( TENS ) is one of the most frequently employed treatments in MPS.,transcutaneous electrical nerve stimulation ( TENS ) is one of the most frequently employed treatments in MPS.
TENS,OBJECTIVES: Clinical and electrophysiologic comparison of the efficacy of transcutaneous electrical nerve stimulation  and oral baclofen in the treatment of spasticity.,OBJECTIVES: Clinical and electrophysiologic comparison of the efficacy of transcutaneous electrical nerve stimulation ( TENS ) and oral baclofen in the treatment of spasticity.,OBJECTIVES: Clinical and electrophysiologic comparison of the efficacy of transcutaneous electrical nerve stimulation ( TENS ) and oral baclofen in the treatment of spasticity.
TENS,Comparative study of the therapeutic effect of a systemic analgesic and transcutaneous electrical nerve stimulation  on post-IMF trismus and pain in Nigerian patients.,Comparative study of the therapeutic effect of a systemic analgesic and transcutaneous electrical nerve stimulation ( TENS ) on post-IMF trismus and pain in Nigerian patients.,Comparative study of the therapeutic effect of a systemic analgesic and transcutaneous electrical nerve stimulation ( TENS ) on post-IMF trismus and pain in Nigerian patients.
TENS,The involvement of the opioid receptors in the mechanisms governing transcutaneous electrical nerve stimulation  has been well described.,The involvement of the opioid receptors in the mechanisms governing transcutaneous electrical nerve stimulation ( TENS ) has been well described.,The involvement of the opioid receptors in the mechanisms governing transcutaneous electrical nerve stimulation ( TENS ) has been well described.
TENS,transcutaneous electrical nerve stimulation  and electrical spinal cord stimulation have been proposed as physical therapies.,transcutaneous electrical nerve stimulation ( TENS ) and electrical spinal cord stimulation have been proposed as physical therapies.,transcutaneous electrical nerve stimulation ( TENS ) and electrical spinal cord stimulation have been proposed as physical therapies.
TENS,Effects of transcutaneous electrical nerve stimulation  on memory in elderly with mild cognitive impairment.,Effects of transcutaneous electrical nerve stimulation ( TENS ) on memory in elderly with mild cognitive impairment.,Effects of transcutaneous electrical nerve stimulation ( TENS ) on memory in elderly with mild cognitive impairment.
TENS,"Exclusion Criteria: use of moxibustion, laser acupuncture, transcutaneous electrical nerve stimulation  electroacupuncture or conditions that did not meet the inclusion criteria.","Exclusion Criteria: use of moxibustion, laser acupuncture, transcutaneous electrical nerve stimulation ( TENS ) electroacupuncture or conditions that did not meet the inclusion criteria.","Exclusion Criteria: use of moxibustion, laser acupuncture, transcutaneous electrical nerve stimulation ( TENS ) electroacupuncture or conditions that did not meet the inclusion criteria."
TENS,Gender differences in electrical pain threshold responses to transcutaneous electrical nerve stimulation .,Gender differences in electrical pain threshold responses to transcutaneous electrical nerve stimulation ( TENS ).,Gender differences in electrical pain threshold responses to transcutaneous electrical nerve stimulation ( TENS ).
TENS,"RESULTS: 63.3% of the patients had tried non-pharmacological treatments, where acupuncture, massage and transcutaneous electrical nerve stimulation  were the most commonly tried.","RESULTS: 63.3% of the patients had tried non-pharmacological treatments, where acupuncture, massage and transcutaneous electrical nerve stimulation ( TENS ) were the most commonly tried.","RESULTS: 63.3% of the patients had tried non-pharmacological treatments, where acupuncture, massage and transcutaneous electrical nerve stimulation ( TENS ) were the most commonly tried."
TENS,"OBJECTIVE: To compare the effect of acupuncture with placebo transcutaneous electrical nerve stimulation  when added to the exercise treatment of rotator cuff tendinitis with respect to pain, shoulder movements and function.","OBJECTIVE: To compare the effect of acupuncture with placebo transcutaneous electrical nerve stimulation ( TENS ) when added to the exercise treatment of rotator cuff tendinitis with respect to pain, shoulder movements and function.","OBJECTIVE: To compare the effect of acupuncture with placebo transcutaneous electrical nerve stimulation ( TENS ) when added to the exercise treatment of rotator cuff tendinitis with respect to pain, shoulder movements and function."
THC,"Here we show that in mice, a single in-vivo exposure to delta 9-tetrahydrocannabinol  abolishes the retrograde signaling that underlies eCB-mediated synaptic plasticity in both nucleus accumbens (NAc) and hippocampus in vitro.","Here we show that in mice, a single in-vivo exposure to delta 9-tetrahydrocannabinol ( THC ) abolishes the retrograde signaling that underlies eCB-mediated synaptic plasticity in both nucleus accumbens (NAc) and hippocampus in vitro.","Here we show that in mice, a single in-vivo exposure to delta 9-tetrahydrocannabinol ( THC ) abolishes the retrograde signaling that underlies eCB-mediated synaptic plasticity in both nucleus accumbens (NAc) and hippocampus in vitro."
THC,"MDMA (4 x 5 mg/kg or 2 x 10 mg/kg over 4 h on each of 2 days) was administered with or without delta 9-tetrahydrocannabinol  (4 x 2.5 mg/kg), the synthetic cannabinoid receptor agonist CP 55,940 (2 x 0.1 or 0.2 mg/kg) or the cannabinoid receptor antagonist SR 141716 (2 x 5 mg/kg).","MDMA (4 x 5 mg/kg or 2 x 10 mg/kg over 4 h on each of 2 days) was administered with or without delta 9-tetrahydrocannabinol ( THC ) (4 x 2.5 mg/kg), the synthetic cannabinoid receptor agonist CP 55,940 (2 x 0.1 or 0.2 mg/kg) or the cannabinoid receptor antagonist SR 141716 (2 x 5 mg/kg).","MDMA (4 x 5 mg/kg or 2 x 10 mg/kg over 4 h on each of 2 days) was administered with or without delta 9-tetrahydrocannabinol ( THC ) (4 x 2.5 mg/kg), the synthetic cannabinoid receptor agonist CP 55,940 (2 x 0.1 or 0.2 mg/kg) or the cannabinoid receptor antagonist SR 141716 (2 x 5 mg/kg)."
THC,"Thus, a search for a better analgesic strategy led to the discovery that delta 9-tetrahydrocannabinol , the major psychoactive constituent of marijuana, enhances the potency of opioids such as morphine in animal models.","Thus, a search for a better analgesic strategy led to the discovery that delta 9-tetrahydrocannabinol ( THC ), the major psychoactive constituent of marijuana, enhances the potency of opioids such as morphine in animal models.","Thus, a search for a better analgesic strategy led to the discovery that delta 9-tetrahydrocannabinol ( THC ), the major psychoactive constituent of marijuana, enhances the potency of opioids such as morphine in animal models."
THC,"Validated method for the simultaneous determination of delta 9-tetrahydrocannabinol , 11-hydroxy- THC and 11-nor-9-carboxy- THC in human plasma using solid phase extraction and gas chromatography-mass spectrometry with positive chemical ionization.","Validated method for the simultaneous determination of delta 9-tetrahydrocannabinol ( THC ), 11-hydroxy- THC and 11-nor-9-carboxy- THC in human plasma using solid phase extraction and gas chromatography-mass spectrometry with positive chemical ionization.","Validated method for the simultaneous determination of delta 9-tetrahydrocannabinol ( THC ), 11-hydroxy- THC and 11-nor-9-carboxy- THC in human plasma using solid phase extraction and gas chromatography-mass spectrometry with positive chemical ionization."
THC,"Studies on the main bioactive components of Cannabis sativa, the cannabinoids, and particularly delta 9-tetrahydrocannabinol , led to the discovery of a new endogenous signalling system that controls several physiological and pathological conditions: the endocannabinoid system.","Studies on the main bioactive components of Cannabis sativa, the cannabinoids, and particularly delta 9-tetrahydrocannabinol ( THC ), led to the discovery of a new endogenous signalling system that controls several physiological and pathological conditions: the endocannabinoid system.","Studies on the main bioactive components of Cannabis sativa, the cannabinoids, and particularly delta 9-tetrahydrocannabinol ( THC ), led to the discovery of a new endogenous signalling system that controls several physiological and pathological conditions: the endocannabinoid system."
